name,port,protocol
etc-control,6107,UDP
sercomm-scadmin,6108,TCP
sercomm-scadmin,6108,UDP
globecast-id,6109,TCP
globecast-id,6109,UDP
softcm,6110,TCP
softcm,6110,UDP
spc,6111,TCP
spc,6111,UDP
dtspcd,6112,TCP
dtspcd,6112,UDP
dayliteserver,6113,TCP
,6113,UDP
wrspice,6114,TCP
,6114,UDP
xic,6115,TCP
,6115,UDP
xtlserv,6116,TCP
,6116,UDP
daylitetouch,6117,TCP
,6117,UDP
tipc,6118,UDP
,6118,TCP
spdy,6121,TCP
,6121,UDP
bex-webadmin,6122,TCP
bex-webadmin,6122,UDP
backup-express,6123,TCP
backup-express,6123,UDP
pnbs,6124,TCP
pnbs,6124,UDP
damewaremobgtwy,6130,TCP
,6130,UDP
nbt-wol,6133,TCP
nbt-wol,6133,UDP
pulsonixnls,6140,TCP
pulsonixnls,6140,UDP
meta-corp,6141,TCP
meta-corp,6141,UDP
aspentec-lm,6142,TCP
aspentec-lm,6142,UDP
watershed-lm,6143,TCP
watershed-lm,6143,UDP
statsci1-lm,6144,TCP
statsci1-lm,6144,UDP
statsci2-lm,6145,TCP
statsci2-lm,6145,UDP
lonewolf-lm,6146,TCP
lonewolf-lm,6146,UDP
montage-lm,6147,TCP
montage-lm,6147,UDP
ricardo-lm,6148,TCP
ricardo-lm,6148,UDP
tal-pod,6149,TCP
tal-pod,6149,UDP
efb-aci,6159,TCP
,6159,UDP
ecmp,6160,TCP
ecmp-data,6160,UDP
patrol-ism,6161,TCP
patrol-ism,6161,UDP
patrol-coll,6162,TCP
patrol-coll,6162,UDP
pscribe,6163,TCP
pscribe,6163,UDP
lm-x,6200,TCP
lm-x,6200,UDP
,6201,TCP
thermo-calc,6201,UDP
qmtps,6209,TCP
qmtps,6209,UDP
radmind,6222,TCP
radmind,6222,UDP
jeol-nsdtp-1,6241,TCP
jeol-nsddp-1,6241,UDP
jeol-nsdtp-2,6242,TCP
jeol-nsddp-2,6242,UDP
jeol-nsdtp-3,6243,TCP
jeol-nsddp-3,6243,UDP
jeol-nsdtp-4,6244,TCP
jeol-nsddp-4,6244,UDP
tl1-raw-ssl,6251,TCP
tl1-raw-ssl,6251,UDP
tl1-ssh,6252,TCP
tl1-ssh,6252,UDP
crip,6253,TCP
crip,6253,UDP
gld,6267,TCP
,6267,UDP
grid,6268,TCP
grid,6268,UDP
grid-alt,6269,TCP
grid-alt,6269,UDP
bmc-grx,6300,TCP
bmc-grx,6300,UDP
bmc-ctd-ldap,6301,TCP
bmc_ctd_ldap,6301,TCP
bmc-ctd-ldap,6301,UDP
bmc_ctd_ldap,6301,UDP
ufmp,6306,TCP
ufmp,6306,UDP
scup,6315,TCP
scup-disc,6315,UDP
abb-escp,6316,TCP
abb-escp,6316,UDP
nav-data-cmd,6317,TCP
nav-data,6317,UDP
repsvc,6320,TCP
repsvc,6320,UDP
emp-server1,6321,TCP
emp-server1,6321,UDP
emp-server2,6322,TCP
emp-server2,6322,UDP
hrd-ncs,6324,TCP
hrd-ns-disc,6324,UDP
dt-mgmtsvc,6325,TCP
,6325,UDP
dt-vra,6326,TCP
,6326,UDP
sflow,6343,TCP
sflow,6343,UDP
streletz,6344,TCP
,6344,UDP
gnutella-svc,6346,TCP
gnutella-svc,6346,UDP
gnutella-rtr,6347,TCP
gnutella-rtr,6347,UDP
adap,6350,TCP
adap,6350,UDP
pmcs,6355,TCP
pmcs,6355,UDP
metaedit-mu,6360,TCP
metaedit-mu,6360,UDP
ndn,6363,UDP
,6363,TCP
metaedit-se,6370,TCP
metaedit-se,6370,UDP
redis,6379,TCP
,6379,UDP
metatude-mds,6382,TCP
metatude-mds,6382,UDP
clariion-evr01,6389,TCP
clariion-evr01,6389,UDP
metaedit-ws,6390,TCP
metaedit-ws,6390,UDP
faxcomservice,6417,TCP
faxcomservice,6417,UDP
syserverremote,6418,TCP
,6418,UDP
svdrp,6419,TCP
svdrp-disc,6419,UDP
nim-vdrshell,6420,TCP
nim-vdrshell,6420,UDP
nim-wan,6421,TCP
nim-wan,6421,UDP
pgbouncer,6432,TCP
,6432,UDP
tarp,6442,TCP
,6442,UDP
sun-sr-https,6443,TCP
sun-sr-https,6443,UDP
sge-qmaster,6444,TCP
sge_qmaster,6444,TCP
sge-qmaster,6444,UDP
sge_qmaster,6444,UDP
sge-execd,6445,TCP
sge_execd,6445,TCP
sge-execd,6445,UDP
sge_execd,6445,UDP
mysql-proxy,6446,TCP
mysql-proxy,6446,UDP
skip-cert-recv,6455,TCP
skip-cert-recv,6455,UDP
skip-cert-send,6456,TCP
skip-cert-send,6456,UDP
lvision-lm,6471,TCP
lvision-lm,6471,UDP
sun-sr-http,6480,TCP
sun-sr-http,6480,UDP
servicetags,6481,TCP
servicetags,6481,UDP
ldoms-mgmt,6482,TCP
ldoms-mgmt,6482,UDP
SunVTS-RMI,6483,TCP
SunVTS-RMI,6483,UDP
sun-sr-jms,6484,TCP
sun-sr-jms,6484,UDP
sun-sr-iiop,6485,TCP
sun-sr-iiop,6485,UDP
sun-sr-iiops,6486,TCP
sun-sr-iiops,6486,UDP
sun-sr-iiop-aut,6487,TCP
sun-sr-iiop-aut,6487,UDP
sun-sr-jmx,6488,TCP
sun-sr-jmx,6488,UDP
sun-sr-admin,6489,TCP
sun-sr-admin,6489,UDP
boks,6500,TCP
boks,6500,UDP
boks-servc,6501,TCP
boks_servc,6501,TCP
boks-servc,6501,UDP
boks_servc,6501,UDP
boks-servm,6502,TCP
boks_servm,6502,TCP
boks-servm,6502,UDP
boks_servm,6502,UDP
boks-clntd,6503,TCP
boks_clntd,6503,TCP
boks-clntd,6503,UDP
boks_clntd,6503,UDP
badm-priv,6505,TCP
badm_priv,6505,TCP
badm-priv,6505,UDP
badm_priv,6505,UDP
badm-pub,6506,TCP
badm_pub,6506,TCP
badm-pub,6506,UDP
badm_pub,6506,UDP
bdir-priv,6507,TCP
bdir_priv,6507,TCP
bdir-priv,6507,UDP
bdir_priv,6507,UDP
bdir-pub,6508,TCP
bdir_pub,6508,TCP
bdir-pub,6508,UDP
bdir_pub,6508,UDP
mgcs-mfp-port,6509,TCP
mgcs-mfp-port,6509,UDP
mcer-port,6510,TCP
mcer-port,6510,UDP
,6511,TCP
dccp-udp,6511,UDP
netconf-tls,6513,TCP
,6513,UDP
syslog-tls,6514,TCP
syslog-tls,6514,UDP
syslog-tls,6514,DCCP
elipse-rec,6515,TCP
elipse-rec,6515,UDP
lds-distrib,6543,TCP
lds-distrib,6543,UDP
lds-dump,6544,TCP
lds-dump,6544,UDP
apc-6547,6547,TCP
apc-6547,6547,UDP
apc-6548,6548,TCP
apc-6548,6548,UDP
apc-6549,6549,TCP
apc-6549,6549,UDP
fg-sysupdate,6550,TCP
fg-sysupdate,6550,UDP
sum,6551,TCP
sum,6551,UDP
xdsxdm,6558,TCP
xdsxdm,6558,UDP
sane-port,6566,TCP
sane-port,6566,UDP
canit-store,6568,TCP
canit_store,6568,TCP
rp-reputation,6568,UDP
affiliate,6579,TCP
affiliate,6579,UDP
parsec-master,6580,TCP
parsec-master,6580,UDP
parsec-peer,6581,TCP
parsec-peer,6581,UDP
parsec-game,6582,TCP
parsec-game,6582,UDP
joaJewelSuite,6583,TCP
joaJewelSuite,6583,UDP
mshvlm,6600,TCP
,6600,UDP
mstmg-sstp,6601,TCP
,6601,UDP
wsscomfrmwk,6602,TCP
,6602,UDP
odette-ftps,6619,TCP
odette-ftps,6619,UDP
kftp-data,6620,TCP
kftp-data,6620,UDP
kftp,6621,TCP
kftp,6621,UDP
mcftp,6622,TCP
mcftp,6622,UDP
ktelnet,6623,TCP
ktelnet,6623,UDP
datascaler-db,6624,TCP
,6624,UDP
datascaler-ctl,6625,TCP
,6625,UDP
wago-service,6626,TCP
wago-service,6626,UDP
nexgen,6627,TCP
nexgen,6627,UDP
afesc-mc,6628,TCP
afesc-mc,6628,UDP
mxodbc-connect,6632,TCP
,6632,UDP
,6633,TCP
cisco-vpath-tun,6633,UDP
mpls-pm,6634,UDP
,6634,TCP
,6635,TCP
mpls-udp,6635,UDP
,6636,TCP
mpls-udp-dtls,6636,UDP
ovsdb,6640,TCP
,6640,UDP
openflow,6653,TCP
openflow,6653,UDP
pcs-sf-ui-man,6655,TCP
,6655,UDP
emgmsg,6656,TCP
,6656,UDP
,6657,TCP
palcom-disc,6657,UDP
ircu,6665-6669,TCP
,6665-6669,UDP
vocaltec-gold,6670,TCP
vocaltec-gold,6670,UDP
p4p-portal,6671,TCP
p4p-portal,6671,UDP
vision-server,6672,TCP
vision_server,6672,TCP
vision-server,6672,UDP
vision_server,6672,UDP
vision-elmd,6673,TCP
vision_elmd,6673,TCP
vision-elmd,6673,UDP
vision_elmd,6673,UDP
vfbp,6678,TCP
vfbp-disc,6678,UDP
osaut,6679,TCP
osaut,6679,UDP
clever-ctrace,6687,TCP
,6687,UDP
clever-tcpip,6688,TCP
,6688,UDP
tsa,6689,TCP
tsa,6689,UDP
cleverdetect,6690,TCP
,6690,UDP
,6696,TCP
babel,6696,UDP
ircs-u,6697,TCP
,6697,UDP
kti-icad-srvr,6701,TCP
kti-icad-srvr,6701,UDP
,6701,SCTP
e-design-net,6702,TCP
e-design-net,6702,UDP
,6702,SCTP
e-design-web,6703,TCP
e-design-web,6703,UDP
,6704,UDP
,6704,TCP
frc-hp,6704,SCTP
,6705,UDP
,6705,TCP
frc-mp,6705,SCTP
,6706,UDP
,6706,TCP
frc-lp,6706,SCTP
ibprotocol,6714,TCP
ibprotocol,6714,UDP
fibotrader-com,6715,TCP
fibotrader-com,6715,UDP
princity-agent,6716,TCP
,6716,UDP
bmc-perf-agent,6767,TCP
bmc-perf-agent,6767,UDP
bmc-perf-mgrd,6768,TCP
bmc-perf-mgrd,6768,UDP
adi-gxp-srvprt,6769,TCP
adi-gxp-srvprt,6769,UDP
plysrv-http,6770,TCP
plysrv-http,6770,UDP
plysrv-https,6771,TCP
plysrv-https,6771,UDP
ntz-tracker,6777,TCP
,6777,UDP
ntz-p2p-storage,6778,TCP
,6778,UDP
,6784,TCP
bfd-lag,6784,UDP
dgpf-exchg,6785,TCP
dgpf-exchg,6785,UDP
smc-jmx,6786,TCP
smc-jmx,6786,UDP
smc-admin,6787,TCP
smc-admin,6787,UDP
smc-http,6788,TCP
smc-http,6788,UDP
smc-https,6789,TCP
smc-https,6789,UDP
hnmp,6790,TCP
hnmp,6790,UDP
hnm,6791,TCP
hnm,6791,UDP
acnet,6801,TCP
acnet,6801,UDP
pentbox-sim,6817,TCP
,6817,UDP
ambit-lm,6831,TCP
ambit-lm,6831,UDP
netmo-default,6841,TCP
netmo-default,6841,UDP
netmo-http,6842,TCP
netmo-http,6842,UDP
iccrushmore,6850,TCP
iccrushmore,6850,UDP
acctopus-cc,6868,TCP
acctopus-st,6868,UDP
muse,6888,TCP
muse,6888,UDP
jetstream,6901,TCP
,6901,UDP
ethoscan,6935,TCP
ethoscan,6935,UDP
xsmsvc,6936,TCP
xsmsvc,6936,UDP
bioserver,6946,TCP
bioserver,6946,UDP
otlp,6951,TCP
otlp,6951,UDP
jmact3,6961,TCP
jmact3,6961,UDP
jmevt2,6962,TCP
jmevt2,6962,UDP
swismgr1,6963,TCP
swismgr1,6963,UDP
swismgr2,6964,TCP
swismgr2,6964,UDP
swistrap,6965,TCP
swistrap,6965,UDP
swispol,6966,TCP
swispol,6966,UDP
acmsoda,6969,TCP
acmsoda,6969,UDP
conductor,6970,TCP
,6970,UDP
conductor-mpx,6970,SCTP
MobilitySrv,6997,TCP
MobilitySrv,6997,UDP
iatp-highpri,6998,TCP
iatp-highpri,6998,UDP
iatp-normalpri,6999,TCP
iatp-normalpri,6999,UDP
afs3-fileserver,7000,TCP
afs3-fileserver,7000,UDP
afs3-callback,7001,TCP
afs3-callback,7001,UDP
afs3-prserver,7002,TCP
afs3-prserver,7002,UDP
afs3-vlserver,7003,TCP
afs3-vlserver,7003,UDP
afs3-kaserver,7004,TCP
afs3-kaserver,7004,UDP
afs3-volser,7005,TCP
afs3-volser,7005,UDP
afs3-errors,7006,TCP
afs3-errors,7006,UDP
afs3-bos,7007,TCP
afs3-bos,7007,UDP
afs3-update,7008,TCP
afs3-update,7008,UDP
afs3-rmtsys,7009,TCP
afs3-rmtsys,7009,UDP
ups-onlinet,7010,TCP
ups-onlinet,7010,UDP
talon-disc,7011,TCP
talon-disc,7011,UDP
talon-engine,7012,TCP
talon-engine,7012,UDP
microtalon-dis,7013,TCP
microtalon-dis,7013,UDP
microtalon-com,7014,TCP
microtalon-com,7014,UDP
talon-webserver,7015,TCP
talon-webserver,7015,UDP
fisa-svc,7018,TCP
,7018,UDP
doceri-ctl,7019,TCP
doceri-view,7019,UDP
dpserve,7020,TCP
dpserve,7020,UDP
dpserveadmin,7021,TCP
dpserveadmin,7021,UDP
ctdp,7022,TCP
ctdp,7022,UDP
ct2nmcs,7023,TCP
ct2nmcs,7023,UDP
vmsvc,7024,TCP
vmsvc,7024,UDP
vmsvc-2,7025,TCP
vmsvc-2,7025,UDP
op-probe,7030,TCP
op-probe,7030,UDP
iposplanet,7031,TCP
,7031,UDP
,7040,TCP
quest-disc,7040,UDP
arcp,7070,TCP
arcp,7070,UDP
iwg1,7071,TCP
iwg1,7071,UDP
martalk,7073,TCP
,7073,UDP
empowerid,7080,TCP
empowerid,7080,UDP
,7088,TCP
zixi-transport,7088,UDP
jdp-disc,7095,UDP
,7095,TCP
lazy-ptop,7099,TCP
lazy-ptop,7099,UDP
font-service,7100,TCP
font-service,7100,UDP
elcn,7101,TCP
elcn,7101,UDP
,7107,TCP
aes-x170,7107,UDP
rothaga,7117,TCP
,7117,UDP
virprot-lm,7121,TCP
virprot-lm,7121,UDP
scenidm,7128,TCP
scenidm,7128,UDP
scenccs,7129,TCP
scenccs,7129,UDP
cabsm-comm,7161,TCP
cabsm-comm,7161,UDP
caistoragemgr,7162,TCP
caistoragemgr,7162,UDP
cacsambroker,7163,TCP
cacsambroker,7163,UDP
fsr,7164,TCP
fsr,7164,UDP
doc-server,7165,TCP
doc-server,7165,UDP
aruba-server,7166,TCP
aruba-server,7166,UDP
casrmagent,7167,TCP
,7167,UDP
cnckadserver,7168,TCP
,7168,UDP
ccag-pib,7169,TCP
ccag-pib,7169,UDP
nsrp,7170,TCP
nsrp,7170,UDP
drm-production,7171,TCP
drm-production,7171,UDP
metalbend,7172,TCP
,7172,UDP
zsecure,7173,TCP
,7173,UDP
clutild,7174,TCP
clutild,7174,UDP
janus-disc,7181,UDP
,7181,TCP
fodms,7200,TCP
fodms,7200,UDP
dlip,7201,TCP
dlip,7201,UDP
PS-Server,7215,TCP
,7215,UDP
PS-Capture-Pro,7216,TCP
,7216,UDP
ramp,7227,TCP
ramp,7227,UDP
citrixupp,7228,TCP
,7228,UDP
citrixuppg,7229,TCP
,7229,UDP
aspcoordination,7235,UDP
,7235,TCP
display,7236,TCP
,7236,UDP
pads,7237,TCP
,7237,UDP
frc-hicp,7244,TCP
frc-hicp-disc,7244,UDP
cnap,7262,TCP
cnap,7262,UDP
watchme-7272,7272,TCP
watchme-7272,7272,UDP
oma-rlp,7273,TCP
oma-rlp,7273,UDP
oma-rlp-s,7274,TCP
oma-rlp-s,7274,UDP
oma-ulp,7275,TCP
oma-ulp,7275,UDP
oma-ilp,7276,TCP
oma-ilp,7276,UDP
oma-ilp-s,7277,TCP
oma-ilp-s,7277,UDP
oma-dcdocbs,7278,TCP
oma-dcdocbs,7278,UDP
ctxlic,7279,TCP
ctxlic,7279,UDP
itactionserver1,7280,TCP
itactionserver1,7280,UDP
itactionserver2,7281,TCP
itactionserver2,7281,UDP
mzca-action,7282,TCP
mzca-alert,7282,UDP
genstat,7283,TCP
,7283,UDP
lcm-server,7365,TCP
lcm-server,7365,UDP
mindfilesys,7391,TCP
mindfilesys,7391,UDP
mrssrendezvous,7392,TCP
mrssrendezvous,7392,UDP
nfoldman,7393,TCP
nfoldman,7393,UDP
fse,7394,TCP
fse,7394,UDP
winqedit,7395,TCP
winqedit,7395,UDP
hexarc,7397,TCP
hexarc,7397,UDP
rtps-discovery,7400,TCP
rtps-discovery,7400,UDP
rtps-dd-ut,7401,TCP
rtps-dd-ut,7401,UDP
rtps-dd-mt,7402,TCP
rtps-dd-mt,7402,UDP
ionixnetmon,7410,TCP
ionixnetmon,7410,UDP
daqstream,7411,TCP
daqstream,7411,UDP
mtportmon,7421,TCP
mtportmon,7421,UDP
pmdmgr,7426,TCP
pmdmgr,7426,UDP
oveadmgr,7427,TCP
oveadmgr,7427,UDP
ovladmgr,7428,TCP
ovladmgr,7428,UDP
opi-sock,7429,TCP
opi-sock,7429,UDP
xmpv7,7430,TCP
xmpv7,7430,UDP
pmd,7431,TCP
pmd,7431,UDP
faximum,7437,TCP
faximum,7437,UDP
oracleas-https,7443,TCP
oracleas-https,7443,UDP
sttunnel,7471,TCP
,7471,UDP
rise,7473,TCP
rise,7473,UDP
neo4j,7474,TCP
,7474,UDP
telops-lmd,7491,TCP
telops-lmd,7491,UDP
silhouette,7500,TCP
silhouette,7500,UDP
ovbus,7501,TCP
ovbus,7501,UDP
adcp,7508,TCP
,7508,UDP
acplt,7509,TCP
,7509,UDP
ovhpas,7510,TCP
ovhpas,7510,UDP
pafec-lm,7511,TCP
pafec-lm,7511,UDP
saratoga,7542,TCP
saratoga,7542,UDP
atul,7543,TCP
atul,7543,UDP
nta-ds,7544,TCP
nta-ds,7544,UDP
nta-us,7545,TCP
nta-us,7545,UDP
cfs,7546,TCP
cfs,7546,UDP
cwmp,7547,TCP
cwmp,7547,UDP
tidp,7548,TCP
tidp,7548,UDP
nls-tl,7549,TCP
nls-tl,7549,UDP
,7550,TCP
cloudsignaling,7550,UDP
controlone-con,7551,TCP
,7551,UDP
sncp,7560,TCP
sncp,7560,UDP
cfw,7563,TCP
,7563,UDP
vsi-omega,7566,TCP
vsi-omega,7566,UDP
dell-eql-asm,7569,TCP
,7569,UDP
aries-kfinder,7570,TCP
aries-kfinder,7570,UDP
coherence,7574,TCP
coherence-disc,7574,UDP
sun-lm,7588,TCP
sun-lm,7588,UDP
mipi-debug,7606,TCP
mipi-debug,7606,UDP
indi,7624,TCP
indi,7624,UDP
simco,7626,TCP
,7626,UDP
simco,7626,SCTP
soap-http,7627,TCP
soap-http,7627,UDP
zen-pawn,7628,TCP
zen-pawn,7628,UDP
xdas,7629,TCP
xdas,7629,UDP
hawk,7630,TCP
,7630,UDP
tesla-sys-msg,7631,TCP
,7631,UDP
pmdfmgt,7633,TCP
pmdfmgt,7633,UDP
cuseeme,7648,TCP
cuseeme,7648,UDP
imqstomp,7672,TCP
,7672,UDP
imqstomps,7673,TCP
,7673,UDP
imqtunnels,7674,TCP
imqtunnels,7674,UDP
imqtunnel,7675,TCP
imqtunnel,7675,UDP
imqbrokerd,7676,TCP
imqbrokerd,7676,UDP
sun-user-https,7677,TCP
sun-user-https,7677,UDP
pando-pub,7680,TCP
pando-pub,7680,UDP
dmt,7683,TCP
,7683,UDP
collaber,7689,TCP
collaber,7689,UDP
klio,7697,TCP
klio,7697,UDP
em7-secom,7700,TCP
,7700,UDP
sync-em7,7707,TCP
sync-em7,7707,UDP
scinet,7708,TCP
scinet,7708,UDP
medimageportal,7720,TCP
medimageportal,7720,UDP
nsdeepfreezectl,7724,TCP
nsdeepfreezectl,7724,UDP
nitrogen,7725,TCP
nitrogen,7725,UDP
freezexservice,7726,TCP
freezexservice,7726,UDP
trident-data,7727,TCP
trident-data,7727,UDP
osvr,7728,TCP
osvr,7728,UDP
osvr,7728,SCTP
smip,7734,TCP
smip,7734,UDP
aiagent,7738,TCP
aiagent,7738,UDP
scriptview,7741,TCP
scriptview,7741,UDP
msss,7742,TCP
,7742,UDP
sstp-1,7743,TCP
sstp-1,7743,UDP
raqmon-pdu,7744,TCP
raqmon-pdu,7744,UDP
prgp,7747,TCP
prgp,7747,UDP
inetfs,7775,TCP
,7775,UDP
cbt,7777,TCP
cbt,7777,UDP
interwise,7778,TCP
interwise,7778,UDP
vstat,7779,TCP
vstat,7779,UDP
accu-lmgr,7781,TCP
accu-lmgr,7781,UDP
s-bfd,7784,UDP
,7784,TCP
minivend,7786,TCP
minivend,7786,UDP
popup-reminders,7787,TCP
popup-reminders,7787,UDP
office-tools,7789,TCP
office-tools,7789,UDP
q3ade,7794,TCP
q3ade,7794,UDP
pnet-conn,7797,TCP
pnet-conn,7797,UDP
pnet-enc,7798,TCP
pnet-enc,7798,UDP
altbsdp,7799,TCP
altbsdp,7799,UDP
asr,7800,TCP
asr,7800,UDP
ssp-client,7801,TCP
ssp-client,7801,UDP
vns-tp,7802,UDP
,7802,TCP
rbt-wanopt,7810,TCP
rbt-wanopt,7810,UDP
apc-7845,7845,TCP
apc-7845,7845,UDP
apc-7846,7846,TCP
apc-7846,7846,UDP
csoauth,7847,TCP
,7847,UDP
mobileanalyzer,7869,TCP
,7869,UDP
rbt-smc,7870,TCP
,7870,UDP
mdm,7871,TCP
,7871,UDP
,7872,TCP
mipv6tls,7872,UDP
owms,7878,TCP
,7878,UDP
pss,7880,TCP
pss,7880,UDP
ubroker,7887,TCP
ubroker,7887,UDP
mevent,7900,TCP
mevent,7900,UDP
tnos-sp,7901,TCP
tnos-sp,7901,UDP
tnos-dp,7902,TCP
tnos-dp,7902,UDP
tnos-dps,7903,TCP
tnos-dps,7903,UDP
qo-secure,7913,TCP
qo-secure,7913,UDP
t2-drm,7932,TCP
t2-drm,7932,UDP
t2-brm,7933,TCP
t2-brm,7933,UDP
generalsync,7962,TCP
generalsync,7962,UDP
supercell,7967,TCP
supercell,7967,UDP
micromuse-ncps,7979,TCP
micromuse-ncps,7979,UDP
quest-vista,7980,TCP
quest-vista,7980,UDP
sossd-collect,7981,TCP
,7981,UDP
sossd-agent,7982,TCP
sossd-disc,7982,UDP
pushns,7997,TCP
,7997,UDP
,7998,TCP
usicontentpush,7998,UDP
irdmi2,7999,TCP
irdmi2,7999,UDP
irdmi,8000,TCP
irdmi,8000,UDP
vcom-tunnel,8001,TCP
vcom-tunnel,8001,UDP
teradataordbms,8002,TCP
teradataordbms,8002,UDP
mcreport,8003,TCP
mcreport,8003,UDP
mxi,8005,TCP
mxi,8005,UDP
http-alt,8008,TCP
http-alt,8008,UDP
qbdb,8019,TCP
qbdb,8019,UDP
intu-ec-svcdisc,8020,TCP
intu-ec-svcdisc,8020,UDP
intu-ec-client,8021,TCP
intu-ec-client,8021,UDP
oa-system,8022,TCP
oa-system,8022,UDP
ca-audit-da,8025,TCP
ca-audit-da,8025,UDP
ca-audit-ds,8026,TCP
ca-audit-ds,8026,UDP
pro-ed,8032,TCP
pro-ed,8032,UDP
mindprint,8033,TCP
mindprint,8033,UDP
vantronix-mgmt,8034,TCP
vantronix-mgmt,8034,UDP
ampify,8040,TCP
ampify,8040,UDP
fs-agent,8042,TCP
,8042,UDP
fs-server,8043,TCP
,8043,UDP
fs-mgmt,8044,TCP
,8044,UDP
rocrail,8051,TCP
,8051,UDP
senomix01,8052,TCP
senomix01,8052,UDP
senomix02,8053,TCP
senomix02,8053,UDP
senomix03,8054,TCP
senomix03,8054,UDP
senomix04,8055,TCP
senomix04,8055,UDP
senomix05,8056,TCP
senomix05,8056,UDP
senomix06,8057,TCP
senomix06,8057,UDP
senomix07,8058,TCP
senomix07,8058,UDP
senomix08,8059,TCP
senomix08,8059,UDP
,8060,TCP
aero,8060,UDP
toad-bi-appsrvr,8066,TCP
,8066,UDP
infi-async,8067,TCP
,8067,UDP
gadugadu,8074,TCP
gadugadu,8074,UDP
http-alt,8080,TCP
http-alt,8080,UDP
sunproxyadmin,8081,TCP
sunproxyadmin,8081,UDP
us-cli,8082,TCP
us-cli,8082,UDP
us-srv,8083,TCP
us-srv,8083,UDP
d-s-n,8086,TCP
d-s-n,8086,UDP
simplifymedia,8087,TCP
simplifymedia,8087,UDP
radan-http,8088,TCP
radan-http,8088,UDP
jamlink,8091,TCP
,8091,UDP
sac,8097,TCP
sac,8097,UDP
xprint-server,8100,TCP
xprint-server,8100,UDP
ldoms-migr,8101,TCP
,8101,UDP
kz-migr,8102,TCP
,8102,UDP
mtl8000-matrix,8115,TCP
mtl8000-matrix,8115,UDP
cp-cluster,8116,TCP
cp-cluster,8116,UDP
purityrpc,8117,TCP
,8117,UDP
privoxy,8118,TCP
privoxy,8118,UDP
apollo-data,8121,TCP
apollo-data,8121,UDP
apollo-admin,8122,TCP
apollo-admin,8122,UDP
paycash-online,8128,TCP
paycash-online,8128,UDP
paycash-wbp,8129,TCP
paycash-wbp,8129,UDP
indigo-vrmi,8130,TCP
indigo-vrmi,8130,UDP
indigo-vbcp,8131,TCP
indigo-vbcp,8131,UDP
dbabble,8132,TCP
dbabble,8132,UDP
puppet,8140,TCP
,8140,UDP
isdd,8148,TCP
isdd,8148,UDP
,8149,TCP
eor-game,8149,UDP
quantastor,8153,TCP
,8153,UDP
patrol,8160,TCP
patrol,8160,UDP
patrol-snmp,8161,TCP
patrol-snmp,8161,UDP
lpar2rrd,8162,TCP
,8162,UDP
intermapper,8181,TCP
,8181,UDP
vmware-fdm,8182,TCP
vmware-fdm,8182,UDP
proremote,8183,TCP
,8183,UDP
itach,8184,TCP
itach,8184,UDP
gcp-rphy,8190,TCP
,8190,UDP
limnerpressure,8191,TCP
,8191,UDP
spytechphone,8192,TCP
spytechphone,8192,UDP
blp1,8194,TCP
blp1,8194,UDP
blp2,8195,TCP
blp2,8195,UDP
vvr-data,8199,TCP
vvr-data,8199,UDP
trivnet1,8200,TCP
trivnet1,8200,UDP
trivnet2,8201,TCP
trivnet2,8201,UDP
,8202,TCP
aesop,8202,UDP
lm-perfworks,8204,TCP
lm-perfworks,8204,UDP
lm-instmgr,8205,TCP
lm-instmgr,8205,UDP
lm-dta,8206,TCP
lm-dta,8206,UDP
lm-sserver,8207,TCP
lm-sserver,8207,UDP
lm-webwatcher,8208,TCP
lm-webwatcher,8208,UDP
rexecj,8230,TCP
rexecj,8230,UDP
,8231,TCP
hncp-udp-port,8231,UDP
,8232,TCP
hncp-dtls-port,8232,UDP
synapse-nhttps,8243,TCP
synapse-nhttps,8243,UDP
pando-sec,8276,TCP
pando-sec,8276,UDP
synapse-nhttp,8280,TCP
synapse-nhttp,8280,UDP
libelle,8282,TCP
libelle-disc,8282,UDP
,8282,SCTP
,8282,DCCP
blp3,8292,TCP
blp3,8292,UDP
hiperscan-id,8293,TCP
,8293,UDP
blp4,8294,TCP
blp4,8294,UDP
tmi,8300,TCP
tmi,8300,UDP
amberon,8301,TCP
amberon,8301,UDP
hub-open-net,8313,TCP
,8313,UDP
tnp-discover,8320,TCP
tnp-discover,8320,UDP
tnp,8321,TCP
tnp,8321,UDP
garmin-marine,8322,TCP
garmin-marine,8322,UDP
server-find,8351,TCP
server-find,8351,UDP
cruise-enum,8376,TCP
cruise-enum,8376,UDP
cruise-swroute,8377,TCP
cruise-swroute,8377,UDP
cruise-config,8378,TCP
cruise-config,8378,UDP
cruise-diags,8379,TCP
cruise-diags,8379,UDP
cruise-update,8380,TCP
cruise-update,8380,UDP
m2mservices,8383,TCP
m2mservices,8383,UDP
marathontp,8384,UDP
,8384,TCP
cvd,8400,TCP
cvd,8400,UDP
sabarsd,8401,TCP
sabarsd,8401,UDP
abarsd,8402,TCP
abarsd,8402,UDP
admind,8403,TCP
admind,8403,UDP
svcloud,8404,TCP
,8404,UDP
svbackup,8405,TCP
,8405,UDP
dlpx-sp,8415,TCP
,8415,UDP
espeech,8416,TCP
espeech,8416,UDP
espeech-rtp,8417,TCP
espeech-rtp,8417,UDP
cybro-a-bus,8442,TCP
cybro-a-bus,8442,UDP
pcsync-https,8443,TCP
pcsync-https,8443,UDP
pcsync-http,8444,TCP
pcsync-http,8444,UDP
